Region,Gender,SubscriptionType,InternetUsageType,CustomerSupportCalls,ContractType,MonthlyCharges,TotalCharges,CallMinutesPerMonth,InternetGBPerMonth,NumberOfSMSPerMonth,TenureMonths,Age
West,Other,Prepaid,Heavy,Low,Quarterly,59.68,727.76,521.66,38.39,120.0,12,54
West,Male,Prepaid,Heavy,Medium,Monthly,47.93,767.12,593.55,40.64,94.0,26,29
West,Male,Postpaid,Light,Medium,Yearly,36.04,1072.17,528.79,34.63,108.0,24,27
North-East,Male,Prepaid,Light,Low,Yearly,43.36,1417.28,387.49,27.38,83.0,14,29
North,Male,Prepaid,Heavy,High,Monthly,48.6,1345.01,485.72,38.63,79.0,21,18
West,Female,Prepaid,Moderate,Low,Monthly,48.86,821.91,493.57,31.05,67.0,12,36
North,Male,Postpaid,Heavy,Low,Quarterly,42.86,1435.16,493.29,9.91,106.0,14,62
North-East,Female,Prepaid,Heavy,Low,Yearly,55.96,1108.62,416.91,32.85,164.0,51,39
Central,Female,Prepaid,Heavy,High,Yearly,55.42,1031.35,384.78,15.86,125.0,18,55
Central,Male,Postpaid,Moderate,Medium,Monthly,60.6,725.6,382.46,34.62,120.0,16,74
North,Male,Postpaid,Light,High,Quarterly,47.39,1153.94,537.41,20.43,123.0,24,61
North-East,Female,Postpaid,Light,Low,Yearly,47.07,710.76,499.69,24.37,167.0,68,23
Central,Other,Prepaid,Moderate,Medium,Monthly,35.71,621.79,503.85,32.08,113.0,25,37
South,Other,Postpaid,Moderate,Low,Quarterly,53.79,816.54,418.25,24.56,149.0,5,76
South,Male,Prepaid,Moderate,Medium,Yearly,24.41,528.45,404.41,46.01,75.0,64,46
Central,Female,Prepaid,Heavy,Medium,Quarterly,57.77,759.64,551.26,31.62,113.0,60,19
East,Female,Prepaid,Moderate,Medium,Quarterly,44.73,1076.8,526.23,31.74,78.0,33,31
North,Male,Prepaid,Heavy,Low,Quarterly,55.92,730.67,337.35,31.82,123.0,40,60
Central,Other,Prepaid,Moderate,Low,Monthly,36.78,878.95,563.81,43.21,137.0,39,40
North,Other,Prepaid,Moderate,Medium,Monthly,24.12,1734.05,359.83,37.73,90.0,51,46
North-East,Other,Prepaid,Heavy,Low,Monthly,53.51,660.19,436.92,26.33,105.0,17,38
Central,Male,Prepaid,Light,Medium,Quarterly,52.56,1141.52,424.92,38.2,116.0,9,70
South,Male,Prepaid,Light,Medium,Yearly,47.41,1041.14,484.17,32.7,95.0,3,39
North-East,Other,Prepaid,Light,Low,Yearly,46.91,927.26,417.2,32.96,69.0,56,22
East,Male,Prepaid,Light,Medium,Yearly,35.81,1168.82,609.05,43.09,84.0,59,62
North,Female,Postpaid,Heavy,High,Quarterly,68.36,293.47,595.13,34.68,149.0,54,66
East,Other,Prepaid,Light,Medium,Quarterly,37.48,1410.27,484.18,26.29,165.0,49,22
South,Male,Prepaid,Heavy,Low,Monthly,58.54,824.59,657.46,34.62,68.0,43,55
West,Female,Postpaid,Moderate,Low,Quarterly,37.55,688.25,440.04,22.51,102.0,45,56
West,Female,Prepaid,Moderate,High,Monthly,55.74,646.93,503.66,32.34,95.0,40,68
North,Other,Postpaid,Heavy,Low,Monthly,49.98,949.03,426.82,22.11,96.0,14,76
North-East,Female,Postpaid,Heavy,Low,Monthly,54.05,632.14,479.57,35.74,68.0,63,33
South,Female,Postpaid,Heavy,Low,Quarterly,56.66,893.75,559.63,26.28,99.0,16,57
North,Male,Prepaid,Heavy,Medium,Monthly,63.43,1327.45,471.6,24.91,80.0,30,29
North-East,Female,Postpaid,Heavy,High,Quarterly,69.28,965.52,524.04,34.58,68.0,8,69
North,Other,Prepaid,Light,Low,Yearly,67.88,1392.96,606.17,41.5,110.0,46,20
North,Other,Postpaid,Heavy,Low,Quarterly,66.55,838.87,529.12,41.21,144.0,47,47
East,Male,Prepaid,Heavy,High,Quarterly,62.82,596.61,380.57,33.78,135.0,55,31
Central,Male,Prepaid,Heavy,Low,Yearly,67.36,956.25,415.19,33.64,102.0,4,23
South,Male,Postpaid,Moderate,Low,Yearly,53.6,958.91,451.27,20.62,144.0,16,18
East,Other,Prepaid,Light,High,Monthly,52.7,1332.6,568.13,19.17,136.0,57,18
North-East,Male,Prepaid,Light,Medium,Quarterly,47.46,1582.16,556.54,33.82,90.0,33,73
Central,Other,Postpaid,Heavy,Low,Yearly,36.65,1165.29,496.51,19.5,141.0,10,79
North,Other,Postpaid,Heavy,Low,Quarterly,61.23,1094.59,738.5,36.84,173.0,9,65
West,Male,Prepaid,Heavy,High,Quarterly,64.86,830.32,419.08,38.17,53.0,30,21
East,Female,Prepaid,Light,Medium,Quarterly,43.75,945.85,365.13,40.55,127.0,37,55
South,Male,Postpaid,Moderate,High,Yearly,56.47,639.93,525.1,17.61,90.0,69,73
South,Other,Prepaid,Light,High,Monthly,51.75,798.53,544.05,33.94,114.0,7,20
Central,Female,Postpaid,Heavy,High,Monthly,36.04,1209.47,559.19,43.08,104.0,21,34
East,Male,Postpaid,Moderate,Low,Yearly,60.43,367.89,228.71,28.99,165.0,17,53
North,Female,Prepaid,Light,Low,Quarterly,42.27,795.87,548.97,50.02,107.0,53,52
Central,Other,Prepaid,Moderate,Low,Yearly,44.99,1391.87,541.03,31.69,74.0,9,77
North-East,Male,Postpaid,Light,Medium,Monthly,63.67,1001.91,538.37,19.46,102.0,39,20
South,Male,Postpaid,Light,High,Yearly,38.17,856.82,580.45,32.27,134.0,42,70
North-East,Female,Postpaid,Heavy,Medium,Quarterly,63.21,970.4,613.08,33.84,88.0,37,24
East,Male,Prepaid,Moderate,Medium,Monthly,48.64,1061.3,485.37,41.05,53.0,66,54
West,Female,Postpaid,Light,Low,Yearly,53.66,1346.85,519.27,25.72,35.0,6,62
North-East,Female,Prepaid,Light,Medium,Quarterly,45.96,1066.23,344.06,39.93,30.0,18,27
North,Other,Prepaid,Heavy,High,Monthly,46.76,1512.34,537.29,24.1,71.0,70,73
South,Male,Prepaid,Moderate,High,Monthly,41.36,800.75,630.64,31.07,151.0,36,78
East,Female,Postpaid,Heavy,Medium,Quarterly,31.14,1413.24,519.36,35.3,74.0,12,76
West,Female,Prepaid,Light,High,Quarterly,63.61,914.57,288.09,28.45,103.0,7,44
South,Female,Prepaid,Heavy,High,Yearly,62.68,849.99,614.07,30.26,107.0,2,29
West,Female,Postpaid,Moderate,Low,Quarterly,51.3,1238.48,532.63,45.32,67.0,13,79
South,Other,Prepaid,Moderate,Medium,Quarterly,67.62,592.3,462.98,2.73,92.0,13,64
Central,Male,Prepaid,Heavy,Medium,Quarterly,47.65,1118.06,648.92,30.36,158.0,35,54
Central,Male,Prepaid,Moderate,Medium,Monthly,25.22,663.98,351.15,39.41,68.0,6,56
Central,Other,Prepaid,Heavy,Low,Quarterly,-0.58,583.93,498.34,39.97,111.0,71,50
East,Male,Prepaid,Moderate,Medium,Monthly,60.31,802.54,451.72,39.88,84.0,2,66
Central,Other,Postpaid,Light,High,Monthly,27.87,1002.78,527.99,34.07,94.0,39,69
East,Male,Postpaid,Light,High,Monthly,61.61,871.65,592.07,28.81,92.0,44,19
North,Female,Postpaid,Light,Medium,Quarterly,42.64,1225.69,625.99,10.23,112.0,6,44
Central,Other,Postpaid,Heavy,Medium,Monthly,36.46,1266.37,241.88,20.26,139.0,29,29
East,Male,Postpaid,Heavy,Medium,Monthly,62.16,920.53,556.97,29.67,84.0,39,38
South,Female,Prepaid,Heavy,Low,Quarterly,41.74,764.87,483.37,0.46,130.0,27,32
East,Other,Postpaid,Heavy,High,Yearly,71.42,919.49,330.3,36.01,122.0,27,36
North-East,Female,Postpaid,Light,High,Yearly,53.96,1387.03,435.1,28.17,38.0,64,41
East,Other,Postpaid,Light,Medium,Quarterly,43.72,825.34,432.99,30.28,59.0,22,22
North-East,Other,Postpaid,Moderate,High,Quarterly,36.37,1363.39,456.23,34.77,56.0,24,35
South,Other,Prepaid,Light,Low,Quarterly,76.5,938.87,572.97,30.64,98.0,45,27
East,Female,Postpaid,Moderate,High,Monthly,29.62,1439.52,542.31,24.6,114.0,17,63
South,Male,Postpaid,Moderate,Medium,Yearly,37.84,1206.52,361.19,11.97,82.0,43,70
North-East,Male,Postpaid,Light,Low,Yearly,37.56,512.78,473.74,37.53,83.0,24,77
West,Other,Postpaid,Moderate,Low,Monthly,62.6,903.93,406.57,26.19,112.0,5,18
Central,Other,Prepaid,Moderate,Medium,Quarterly,26.42,914.44,543.71,42.49,135.0,36,64
North-East,Male,Postpaid,Heavy,Low,Monthly,43.84,1080.94,411.73,46.22,112.0,30,66
North,Male,Postpaid,Light,High,Monthly,34.22,801.79,656.25,29.67,144.0,61,48
East,Male,Prepaid,Moderate,High,Quarterly,45.39,1012.74,449.31,27.98,124.0,61,78
South,Other,Postpaid,Heavy,Medium,Quarterly,59.57,679.83,586.44,1.08,102.0,40,41
Central,Male,Postpaid,Light,Low,Yearly,51.87,969.21,406.15,39.59,112.0,13,57
East,Male,Prepaid,Light,High,Yearly,38.64,1743.14,641.63,28.49,59.0,9,35
Central,Female,Postpaid,Moderate,Medium,Monthly,53.29,1154.54,392.86,30.39,173.0,57,71
West,Other,Prepaid,Light,Low,Monthly,64.53,280.0,523.56,25.24,162.0,61,73
East,Male,Prepaid,Heavy,Medium,Yearly,77.79,471.17,560.52,22.32,86.0,12,31
South,Female,Postpaid,Moderate,Medium,Monthly,28.85,599.33,373.2,36.96,71.0,36,30
West,Female,Postpaid,Moderate,Medium,Monthly,48.45,1467.01,471.97,48.55,103.0,42,20
East,Other,Prepaid,Heavy,High,Quarterly,67.59,1047.38,511.01,39.36,69.0,22,75
Central,Male,Prepaid,Light,Medium,Yearly,34.71,1489.21,616.62,34.88,62.0,65,37
West,Male,Postpaid,Moderate,High,Quarterly,47.03,733.03,528.82,24.93,106.0,31,25
South,Other,Postpaid,Moderate,Medium,Yearly,55.71,1012.56,582.2,19.07,110.0,55,41
East,Female,Postpaid,Heavy,Low,Quarterly,74.11,1282.06,442.24,19.58,82.0,52,24
Central,Other,Prepaid,Moderate,Medium,Monthly,52.97,488.82,658.06,26.94,65.0,58,66
Central,Female,Postpaid,Moderate,High,Quarterly,68.57,1196.04,394.11,30.66,84.0,36,55
North-East,Male,Postpaid,Heavy,High,Monthly,49.45,703.7,475.26,21.6,76.0,41,47
West,Other,Prepaid,Light,Low,Yearly,55.8,721.95,538.42,15.39,110.0,8,44
East,Other,Prepaid,Moderate,High,Quarterly,81.86,969.04,373.21,27.94,79.0,5,31
North-East,Male,Postpaid,Moderate,High,Quarterly,36.32,791.36,382.31,43.05,133.0,29,47
Central,Female,Postpaid,Moderate,Low,Yearly,43.36,654.81,478.06,34.75,81.0,1,78
West,Female,Postpaid,Heavy,High,Quarterly,28.08,729.77,435.26,40.83,48.0,40,24
North,Other,Prepaid,Heavy,High,Monthly,16.15,806.58,606.66,34.11,121.0,42,36
Central,Female,Prepaid,Light,Medium,Yearly,47.89,745.84,479.37,9.73,99.0,19,77
West,Female,Prepaid,Moderate,Medium,Monthly,57.6,1040.97,443.0,28.32,52.0,53,20
North,Male,Postpaid,Moderate,Medium,Yearly,44.64,1218.93,497.52,41.74,96.0,46,54
West,Female,Postpaid,Moderate,Medium,Quarterly,37.46,1024.4,420.03,31.45,111.0,9,66
Central,Male,Postpaid,Heavy,High,Yearly,56.84,759.89,385.04,33.69,104.0,68,54
North,Female,Prepaid,Light,High,Yearly,74.35,1056.97,478.66,40.51,145.0,48,34
West,Male,Postpaid,Light,Low,Quarterly,48.2,1321.16,555.15,46.33,61.0,20,44
East,Other,Postpaid,Light,Medium,Quarterly,31.67,568.06,417.25,32.45,166.0,34,75
North,Other,Postpaid,Heavy,Medium,Monthly,43.08,1011.22,456.08,29.24,111.0,53,68
West,Other,Postpaid,Heavy,Low,Yearly,41.1,893.87,842.92,34.65,119.0,64,20
East,Female,Postpaid,Light,High,Quarterly,54.65,759.99,454.91,41.62,71.0,19,51
North,Other,Postpaid,Light,Medium,Yearly,38.63,1091.41,586.23,28.43,115.0,3,34
West,Other,Prepaid,Light,Medium,Monthly,71.8,562.64,555.26,32.04,155.0,1,31
Central,Male,Prepaid,Heavy,Medium,Quarterly,43.94,960.01,342.71,46.53,151.0,58,32
North,Male,Prepaid,Moderate,Low,Yearly,83.99,772.28,607.01,20.88,108.0,24,23
North,Other,Prepaid,Moderate,Medium,Yearly,59.57,1007.8,510.25,28.45,107.0,46,51
East,Other,Postpaid,Moderate,Medium,Quarterly,53.62,901.05,641.82,33.77,88.0,3,57
North-East,Female,Postpaid,Moderate,Medium,Monthly,62.7,1186.91,440.87,31.29,110.0,5,59
North-East,Female,Prepaid,Heavy,Medium,Yearly,58.26,1455.68,567.72,35.48,174.0,10,32
West,Female,Postpaid,Light,High,Quarterly,20.04,1203.17,544.94,53.07,138.0,42,18
Central,Female,Prepaid,Moderate,Medium,Yearly,34.49,1271.72,391.55,22.92,92.0,40,64
East,Male,Prepaid,Moderate,High,Monthly,38.26,810.77,377.43,29.76,122.0,48,53
North,Female,Postpaid,Heavy,Low,Quarterly,37.36,1219.03,566.66,26.8,94.0,22,76
North-East,Other,Prepaid,Moderate,Low,Quarterly,42.72,706.71,411.06,24.68,89.0,71,72
East,Male,Postpaid,Light,High,Monthly,64.8,1017.93,571.97,30.45,54.0,51,32
East,Male,Postpaid,Moderate,Medium,Monthly,31.51,789.43,577.69,51.34,113.0,19,51
East,Female,Prepaid,Moderate,Medium,Monthly,45.45,698.21,332.54,34.06,71.0,5,19
North,Female,Postpaid,Moderate,High,Yearly,62.19,1013.06,566.76,18.8,78.0,44,77
South,Male,Prepaid,Light,Low,Quarterly,25.97,1431.1,521.21,29.93,86.0,44,22
East,Other,Prepaid,Heavy,Low,Monthly,51.86,1337.69,404.78,25.95,79.0,23,22
South,Other,Prepaid,Light,High,Monthly,21.49,671.57,430.7,32.87,132.0,1,38
North-East,Other,Prepaid,Heavy,Medium,Quarterly,55.56,1279.05,540.1,32.38,119.0,1,71
Central,Female,Prepaid,Light,High,Monthly,47.08,716.53,568.07,22.13,109.0,56,68
North-East,Other,Prepaid,Heavy,Low,Yearly,52.1,1119.29,506.83,38.09,68.0,27,44
Central,Other,Postpaid,Heavy,Low,Monthly,53.81,723.2,646.31,39.35,79.0,41,58
Central,Male,Postpaid,Light,Medium,Yearly,50.41,1178.68,502.66,18.94,61.0,33,50
North-East,Female,Postpaid,Light,Medium,Quarterly,30.4,889.35,514.51,31.45,173.0,15,22
West,Other,Prepaid,Light,High,Yearly,50.14,1199.33,585.88,41.6,109.0,29,63
North,Other,Postpaid,Moderate,Medium,Yearly,79.04,992.86,594.26,23.94,84.0,5,44
South,Female,Postpaid,Moderate,Low,Monthly,74.4,1156.28,503.48,33.95,112.0,56,19
West,Other,Postpaid,Moderate,High,Quarterly,42.93,850.58,511.92,26.17,158.0,69,19
South,Male,Prepaid,Heavy,Low,Yearly,56.57,1134.09,618.98,33.03,66.0,41,79
North,Other,Prepaid,Moderate,Low,Quarterly,58.74,917.25,485.27,28.94,61.0,37,30
East,Other,Prepaid,Light,High,Monthly,69.21,434.88,571.46,24.77,101.0,38,74
North-East,Other,Postpaid,Moderate,Low,Quarterly,66.19,1230.38,481.54,40.96,112.0,63,38
West,Male,Prepaid,Heavy,Medium,Monthly,56.08,651.71,446.15,12.17,126.0,57,45
North,Male,Prepaid,Light,Medium,Quarterly,82.42,1224.36,550.06,38.19,79.0,28,57
North-East,Other,Postpaid,Moderate,Medium,Yearly,59.29,956.06,415.57,32.98,48.0,51,49
West,Other,Prepaid,Light,Medium,Quarterly,33.86,829.89,523.38,34.77,104.0,50,68
Central,Other,Postpaid,Moderate,High,Quarterly,63.71,1212.58,588.24,24.07,153.0,22,64
West,Male,Postpaid,Heavy,High,Monthly,42.82,1186.61,490.46,26.52,76.0,13,30
East,Male,Postpaid,Light,High,Monthly,61.6,1192.71,358.26,40.73,100.0,65,43
East,Female,Prepaid,Light,High,Yearly,40.51,1156.91,336.16,38.19,126.0,53,44
South,Other,Postpaid,Moderate,Medium,Monthly,59.05,819.25,512.66,25.87,157.0,29,65
West,Other,Postpaid,Heavy,Medium,Quarterly,52.71,1043.82,666.29,34.44,64.0,54,62
Central,Male,Postpaid,Light,High,Yearly,39.74,718.81,435.94,34.42,121.0,8,75
East,Female,Postpaid,Moderate,High,Yearly,41.5,818.53,469.58,40.66,99.0,23,73
South,Other,Prepaid,Heavy,Low,Yearly,46.05,112.39,590.6,33.49,129.0,55,60
Central,Other,Prepaid,Light,Low,Quarterly,24.09,1124.92,573.13,16.17,124.0,37,59
Central,Female,Postpaid,Light,High,Monthly,47.3,1968.98,293.15,28.05,86.0,14,23
Central,Female,Postpaid,Moderate,High,Quarterly,70.27,980.1,494.47,25.53,70.0,4,50
North,Male,Postpaid,Heavy,Medium,Monthly,71.64,983.07,413.43,35.53,139.0,48,49
East,Male,Prepaid,Heavy,High,Monthly,49.25,860.65,481.44,27.75,11.0,27,72
North,Other,Postpaid,Light,Low,Quarterly,59.94,1611.02,423.76,47.01,77.0,47,37
North,Female,Prepaid,Heavy,Medium,Monthly,63.05,1210.65,486.88,34.03,107.0,2,52
East,Female,Postpaid,Moderate,Low,Monthly,31.73,1084.01,551.22,40.79,27.0,47,74
West,Male,Postpaid,Light,Medium,Yearly,58.43,1165.23,693.37,33.17,117.0,67,29
North-East,Other,Postpaid,Heavy,Low,Quarterly,59.43,987.04,599.74,15.6,125.0,58,72
South,Female,Prepaid,Light,Low,Quarterly,57.22,1119.65,629.29,20.26,68.0,10,29
North-East,Other,Postpaid,Heavy,Medium,Yearly,71.87,1029.12,527.68,22.52,83.0,41,26
North-East,Male,Postpaid,Light,High,Yearly,30.13,812.72,648.56,10.03,138.0,64,37
North-East,Other,Postpaid,Moderate,Medium,Monthly,36.9,693.22,506.9,30.51,21.0,39,46
North-East,Male,Postpaid,Heavy,Medium,Monthly,30.54,826.57,503.43,27.19,142.0,23,21
East,Other,Prepaid,Heavy,Low,Yearly,59.71,1071.88,566.28,38.28,70.0,20,77
North-East,Female,Postpaid,Light,High,Quarterly,58.5,1230.41,370.62,27.78,77.0,45,72
South,Other,Prepaid,Moderate,High,Yearly,43.81,802.83,710.03,35.64,71.0,43,35
West,Female,Postpaid,Light,Low,Quarterly,52.22,565.35,328.91,33.36,113.0,66,30
East,Female,Postpaid,Heavy,High,Yearly,54.45,532.02,602.52,22.46,129.0,27,37
North-East,Female,Prepaid,Moderate,High,Quarterly,62.67,1159.68,271.2,20.84,70.0,42,75
Central,Male,Postpaid,Moderate,High,Yearly,67.28,1225.24,432.64,52.65,31.0,9,21
East,Female,Prepaid,Light,High,Monthly,50.74,989.26,564.61,44.38,158.0,24,62
West,Other,Postpaid,Light,Low,Yearly,71.01,1173.83,547.82,43.23,118.0,4,39
North-East,Male,Postpaid,Moderate,Medium,Yearly,46.95,1386.11,438.78,53.2,118.0,68,74
North,Female,Postpaid,Light,High,Monthly,81.91,887.02,397.64,22.34,102.0,18,56
East,Female,Postpaid,Heavy,Low,Yearly,35.12,1459.61,571.91,35.47,71.0,58,48
Central,Male,Prepaid,Light,High,Quarterly,46.54,608.39,437.53,23.61,93.0,69,52
East,Male,Prepaid,Heavy,High,Quarterly,58.72,835.06,537.47,26.53,84.0,41,42
North,Female,Prepaid,Heavy,Medium,Quarterly,62.85,685.5,410.87,23.33,106.0,40,76
East,Male,Postpaid,Heavy,Medium,Yearly,36.5,1227.09,473.36,32.57,102.0,8,79
Central,Female,Prepaid,Light,Medium,Yearly,74.73,1117.48,760.35,28.72,155.0,18,29
West,Female,Prepaid,Light,Medium,Yearly,35.03,705.2,527.07,33.25,40.0,43,61
Central,Female,Postpaid,Light,Low,Yearly,34.33,1543.3,527.09,38.89,134.0,69,75
West,Male,Prepaid,Light,Low,Yearly,59.92,1058.54,380.66,37.37,107.0,9,37
Central,Other,Postpaid,Heavy,High,Monthly,49.9,846.31,371.43,34.52,103.0,34,61
South,Other,Prepaid,Heavy,Low,Quarterly,58.18,1241.9,556.55,28.85,153.0,56,19
East,Male,Prepaid,Moderate,Medium,Yearly,92.09,390.04,379.42,42.87,70.0,15,37
East,Male,Postpaid,Moderate,High,Quarterly,61.43,938.73,536.78,42.47,154.0,52,60
North,Other,Prepaid,Moderate,Low,Yearly,53.05,999.3,491.34,37.29,109.0,35,35
South,Male,Postpaid,Moderate,Low,Quarterly,39.78,749.48,641.91,39.64,84.0,58,51
North,Other,Postpaid,Heavy,Medium,Yearly,41.31,1130.7,498.58,40.67,91.0,24,43
East,Female,Prepaid,Heavy,High,Monthly,61.6,950.73,581.17,39.38,120.0,58,63
North,Male,Postpaid,Moderate,High,Yearly,50.37,1016.23,343.75,41.11,80.0,35,78
West,Female,Prepaid,Light,High,Yearly,61.12,1103.63,407.07,39.05,39.0,67,54
South,Other,Postpaid,Moderate,Low,Quarterly,38.06,492.43,611.29,20.87,66.0,70,63
Central,Male,Postpaid,Moderate,Medium,Quarterly,42.27,386.68,556.01,26.9,97.0,33,64
West,Female,Prepaid,Moderate,Low,Monthly,60.6,1284.68,502.34,32.7,92.0,47,71
North-East,Female,Prepaid,Light,High,Monthly,52.91,717.31,487.3,36.06,105.0,31,37
Central,Male,Postpaid,Light,Low,Yearly,63.77,1091.15,193.16,19.83,90.0,1,41
North,Female,Postpaid,Light,Low,Yearly,55.54,1167.81,453.29,22.87,129.0,11,55
East,Male,Postpaid,Light,Medium,Quarterly,35.3,1063.49,470.78,31.99,122.0,15,64
West,Female,Postpaid,Heavy,High,Yearly,49.92,916.79,347.65,18.01,115.0,25,64
South,Female,Prepaid,Heavy,Medium,Quarterly,44.99,881.16,545.28,18.49,86.0,71,62
Central,Female,Postpaid,Moderate,Medium,Quarterly,37.97,1063.65,424.87,43.95,147.0,31,62
North-East,Other,Prepaid,Heavy,Medium,Yearly,61.55,1249.54,666.08,22.24,106.0,25,43
West,Male,Prepaid,Light,Low,Yearly,59.91,1247.0,460.14,28.26,85.0,37,76
East,Female,Prepaid,Light,Medium,Yearly,44.28,840.39,570.22,37.55,114.0,35,52
South,Male,Postpaid,Light,Medium,Quarterly,53.24,526.38,458.92,33.04,56.0,31,24
South,Female,Postpaid,Heavy,High,Monthly,58.14,1401.97,549.72,29.04,125.0,36,64
Central,Other,Prepaid,Heavy,Low,Quarterly,57.25,1564.91,626.65,36.47,86.0,16,62
West,Other,Postpaid,Heavy,High,Yearly,39.23,1031.41,503.57,41.35,59.0,59,56
West,Other,Postpaid,Heavy,Medium,Monthly,53.78,675.46,506.55,21.2,113.0,21,24
South,Other,Postpaid,Light,High,Quarterly,77.42,385.71,375.68,16.34,84.0,29,51
North,Male,Prepaid,Light,Low,Quarterly,45.16,1081.67,442.86,29.1,96.0,12,48
South,Other,Postpaid,Moderate,High,Quarterly,74.33,1111.36,373.35,45.74,125.0,55,41
East,Other,Postpaid,Light,Medium,Yearly,51.18,1165.07,471.22,33.74,69.0,25,71
West,Other,Postpaid,Light,Low,Monthly,49.16,729.33,390.72,37.09,103.0,34,59
Central,Other,Postpaid,Light,High,Quarterly,63.11,1052.67,427.53,26.95,114.0,37,52
West,Other,Prepaid,Heavy,Medium,Quarterly,36.26,1106.42,424.54,29.54,81.0,22,18
South,Male,Postpaid,Heavy,High,Monthly,27.63,990.85,503.44,42.39,51.0,31,37
East,Other,Prepaid,Moderate,Low,Monthly,57.73,1180.81,513.68,14.7,102.0,25,66
North,Other,Postpaid,Light,Medium,Monthly,20.43,691.44,479.64,37.17,104.0,1,30
West,Other,Postpaid,Light,Low,Quarterly,51.38,931.38,526.35,34.76,70.0,43,69
South,Male,Postpaid,Moderate,Medium,Monthly,46.9,1182.83,293.19,59.9,63.0,8,65
North-East,Male,Prepaid,Moderate,High,Quarterly,81.93,606.25,552.76,36.7,113.0,35,25
South,Other,Postpaid,Heavy,High,Quarterly,42.94,515.62,543.31,19.08,144.0,3,67
South,Other,Postpaid,Heavy,Medium,Quarterly,54.32,1329.58,453.02,13.0,105.0,55,48
East,Female,Postpaid,Moderate,Medium,Quarterly,49.74,942.01,477.32,26.23,139.0,31,58
South,Male,Prepaid,Heavy,Medium,Quarterly,55.68,1189.36,478.75,12.42,92.0,8,36
South,Male,Prepaid,Heavy,Low,Monthly,58.29,729.35,692.32,22.08,87.0,34,32
South,Female,Postpaid,Moderate,Low,Monthly,63.23,648.95,512.37,6.19,93.0,67,62
West,Female,Prepaid,Light,Low,Yearly,47.56,733.86,315.23,17.27,111.0,12,44
South,Other,Prepaid,Light,Low,Monthly,52.53,221.46,518.24,17.75,75.0,42,75
East,Other,Postpaid,Light,Medium,Quarterly,35.57,1390.05,622.63,23.84,147.0,18,56
North-East,Female,Prepaid,Light,Medium,Yearly,36.42,1211.45,627.71,36.67,142.0,12,49
West,Male,Postpaid,Heavy,Medium,Monthly,48.74,898.41,696.09,21.65,98.0,59,38
North-East,Male,Postpaid,Moderate,Medium,Monthly,38.67,602.1,433.17,39.37,100.0,2,62
South,Other,Prepaid,Heavy,High,Yearly,46.06,597.63,481.41,31.9,79.0,56,19
North,Male,Postpaid,Moderate,High,Quarterly,32.57,995.63,522.35,31.39,88.0,9,33
North-East,Male,Postpaid,Moderate,Medium,Monthly,46.71,810.87,581.37,51.05,51.0,41,27
East,Female,Prepaid,Heavy,Medium,Yearly,42.05,1064.5,511.05,16.49,110.0,60,34
North,Other,Prepaid,Light,Low,Quarterly,39.2,1046.57,397.99,29.76,105.0,68,46
East,Male,Prepaid,Moderate,Medium,Yearly,50.29,976.21,412.81,18.94,105.0,4,55
North,Male,Postpaid,Moderate,Medium,Quarterly,52.98,863.71,486.2,37.05,128.0,59,26
South,Other,Postpaid,Light,High,Monthly,36.97,887.76,528.76,47.89,131.0,26,29
North,Male,Postpaid,Moderate,Low,Yearly,68.67,935.0,529.79,41.76,130.0,61,73
North-East,Other,Prepaid,Light,High,Quarterly,61.58,1238.18,403.85,41.86,103.0,44,52
North,Female,Prepaid,Light,Low,Monthly,69.4,527.71,449.17,39.72,120.0,36,32
East,Other,Prepaid,Moderate,High,Yearly,66.12,673.52,493.47,22.63,111.0,22,78
South,Female,Prepaid,Moderate,High,Quarterly,32.61,1259.08,456.56,28.96,183.0,23,65
East,Male,Prepaid,Light,Low,Monthly,16.13,1195.23,507.35,32.71,151.0,51,33
South,Female,Prepaid,Light,High,Quarterly,25.0,706.06,254.39,30.76,21.0,51,26
North-East,Male,Postpaid,Light,High,Monthly,44.4,1093.19,417.33,26.21,49.0,68,64
Central,Female,Prepaid,Light,Low,Quarterly,33.03,1108.28,482.11,32.82,151.0,36,64
West,Other,Prepaid,Heavy,High,Quarterly,44.31,1177.79,425.35,35.27,100.0,14,57
North-East,Male,Postpaid,Heavy,Medium,Yearly,37.73,1325.88,531.99,50.75,136.0,59,62
North-East,Male,Prepaid,Heavy,Medium,Quarterly,44.88,1627.1,613.74,39.9,134.0,53,78
West,Female,Prepaid,Light,High,Quarterly,85.91,892.0,400.89,33.21,90.0,23,34
East,Other,Prepaid,Light,Low,Yearly,60.65,689.09,516.55,27.92,115.0,6,22
North-East,Other,Postpaid,Heavy,High,Yearly,36.66,1060.78,622.07,37.87,89.0,2,30
South,Female,Postpaid,Heavy,Medium,Yearly,58.21,1235.41,360.42,28.91,113.0,34,43
North,Female,Postpaid,Light,Low,Quarterly,74.29,1855.8,562.5,31.14,76.0,38,53
North-East,Other,Postpaid,Moderate,Low,Yearly,65.69,1103.64,469.22,40.87,106.0,5,34
